artist,lyrics,song,album,year,president,approvalrate,meanincome,povertyrate,blackmurderrate
Troy Ave,"She said your new shit pumpin', you make us so proud,We've been wantin' something this good for a while,But I'm not fooled by both them dimples on your face,Cause when we danced, I felt that fifth all on yo waist,And you know,Now all you hear is New York this, New York that,Let's keep it real motherfuckers, I brought New York back,G-Unit in the [?],I even got Ma$e and nine-five Puff on the track,[?] nine-five max,[?] tweet this no replies you wack,Tables done turned like a DJ did,Playa' hater, I ain't doin' it big?,Shorty, Ave got the streets in a frenzy though,I brought the spotlight back, you should thank me no?,I'm coming up on my first, still on the flow,All my [?] you see me glow,And hears what if [?],You might get yourself shot, and make me fuck your bitch,Either way I'm bustin' the end of discussion,This the keymix and I'm that nigga, stop fronting,She said your new shit pumpin', you make us so proud,We've been wantin' something this good for a while,But I'm not fooled by both them dimples on your face,Cause when we danced, I felt that fifth all on yo waist,And you know,You ever made love on a G7?,Told the pilot don't stop till we see heaven,Harlem king with black features,You ever rode on white horses on black beaches,They clear ports we clear portals,Time travel, don't confuse us with mere mortals,You due slippin' we too cool for loose lippin',Move different, pools on the roof [?] sippin',Made your life different, blink you might miss it,Even though I hit it first time we kicked it,Who set up plays for you, who coached you in the huddle,Who's penthouse views make the ocean look like a puddle,And I love her cause shorty different,You be [?],I'm just trying to call you my lady,I have you feeling like Harlem in the eighties,She said your new shit pumpin', you make us so proud,We've been wantin' something this good for a while,But I'm not fooled by both them dimples on your face,Cause when we danced, I felt that fifth all on yo waist,And you know,Heat rooms like a thermometer,Two-forty on my odometer,I don't trick I pimp I give no gift but stick even on Hanukkah,She ask if I'm faithful, I say, ""I promise ya"",If I cheat I'm triple timing ya,Cause Ma$e don't do no welfare,Pay for no health care, that's what you got Obama for,I got my CPs from CP, got my Yeezys from Yeezy,The chick with my umbrella she look like Ri-Ri,You don't believe me, you ask PD,Getting money for me too easy,I feel like Holyfield,I got them Brooklyn broads biting,Already got my cake I'm just here for icing,My nigga Cudda tried to school me to the game,We was balling so much they try to boo us at the game,She said your new shit pumpin', you make us so proud,We've been wantin' something this good for a while,But I'm not fooled by both them dimples on your face,Cause when we danced, I felt that fifth all on yo waist,And you know,Okay, you ain't seen me in a while huh,And that TK went down smelling like some loud huh,Well fucking with your friend I did her foul huh,[?] she fuck me now probably louder,I get the money and the power too much to resist,[?] with the broad and she take a pic, thirsty bitch,Imma fuck you with a dirty [?],Up the asshole and [?],She said your [?] too complicated [?],I had her eight more other ladies, you know how,Missionary, doggystyle,No matter how you slice it up [?],Written on the walls you fuck with them other guys and,You [?] lose it all,Talking [?] that's enticing,Get used to [?] revoke your license,She sai your new shit pumpin', you make us so proud,We've been wantin' something this good for a while,But I'm not fooled by both them dimples on your face,Cause when we danced, I felt that fifth all on yo waist,And you know,She like my style, she like my flows,It ain't no chuck involved, she knows,I came so far from dealin blow,Been on my grind and now it shows,Ain't nobody round who sound like this,We ain't the same, they rode that dick,Fuck them lames, get down with this,Pop champagne, girl shake yo hips, hip, hiiips",Your Style (Remix),Major Without A Deal,2015,Obama,46.3,"36,105",24.1,26.8
Kid Ink,"She doin' it wrong,Egh!,Trigga, Trigga,It's Kid Ink,Mustard on the beat ho!,In the club and this nigga looking at me kinda strange,I got the woman he love sippin' my champagne,But she ain't doin' nothin' wrong,She just fuckin' with a young, rich nigga,Tell that boy stop acting like a bitch nigga,You should get some money, why you bullshittin'?,You should get some money, why you bullshittin'?,My nigga you should get some money, why you bullshittin'?,I'm about mine, is you 'bout yours?,Girl I'm about mine, is you 'bout yours?,You could bet that, check my stats,From way way back nigga we've been doing this,Same old clubs and the same bitches you just met,Nigga I ain't got time,If the bezel ain't diamonds, presi Obama,Pool in the Bahamas, black ferragamo,Need me some condoms, we fuckin' up commas, honest,Right now this rap shit is crackin' for me,If it didn't work out we'd be back to the streets,See life is a bitch crazier than Kelis,But I'm picturing money, my nigga say cheese,Feel fresh like Axe on me, nah y'ain't gotta put up no act for me,Your girlfriend already said you act so cheap,You should get some money, why you bullshittin'?,You should get some money, why you bullshittin'?,My nigga you should get some money, why you bullshittin'?,I'm about mine, is you 'bout yours?,Girl I'm about mine, is you 'bout yours?,I'm about mine, tell me is you 'bout yours?,Yeah she say I'm a dog but she down on all fours,Yeah she down on the floor cause there's money all over,Then back on the pole with it,Now I got time, cause now I got change,Shit the cup got drank and we 'bout to get high girl,What did you think?,I say God to your dress but no you ain't no saint,Shit,You know you coming to the crib girl ain't cha,You drinking all this liquor girl ain't cha,I'm feeling on your booty girl ain't I,Show you how to have a real good time,So bust it for me, elbows on your knees,We don't care who's lookin', Mustard on the beat,Ball hard and yo' bitch tryna reach,No it ain't my fault that she's running through the streets,Dumb blonde, got you looking like a fool nigga,Said,You should get some money, why you bullshittin'?,You should get some money, why you bullshittin'?,My nigga you should get some money, why you bullshittin'?,I'm about mine, is you 'bout yours?,Girl I'm about mine, is you 'bout yours?,I got all bad bitches at my table,Where them gon' do it,All this money that I can't hold,Throw some, taunt it,Only bad bitches at my table,That's all I got,Which one of y'all I'ma take home,I'm about mine, is you 'bout yours?,Girl I'm about mine, is you 'bout yours?,You should get some money, why you bullshittin'?",About Mine,Full Speed,2015,Obama,46.3,"36,105",24.1,26.8
Rick Ross,"Tonight the night, one night only,Already sold out,This what you've been askin' for,Double M, Meek Milly, ROZAY!,All the whips got rims on 'em,My bitch posts pics, no filters,Rich car with the parking sticker, six figures,I pray for them bitches who don't feel us,Rooftop hellipad, I can sit it down,Gold diggers in Dubai, I get around,D-boys in Opa-locka still get it down,Black curvy dress, I let her zip it down,Spin around, lick around, hit it,Black wolves in sheep clothes and mink coats,Petite broads, unique broads with deep throats,Puerto Ricans with cocaina on speedboats,Fuck Obamacare, I want a kilo,I keep a stick in the Rolls Royce,You never know, ridin' with your old boy,My cigar lit up like I'm Suge Knight,Put a bullet in a bully, nigga, good night,Yeah baby, show you all the finer things,Cuban links and diamond rings,You know you've got designer dreams,(Get it, get money),Everything's expensive, nothing's too good,Champagne with the movie stars,Black Maybach in my garage,Rolexes and all the Audemars,Everything's expensive, nothing's too good,I'm talkin' slick with a big dick,Food stamp recipient in a big Benz,We in the party and we 40 deep,80 bitches wanna fuck these 40 Gs,Nigga bottle tab 40 Gs,We gettin' money with Detroit players,My west coast homies touchin' much paper,East coast niggas got the city hot,Count a half a milli, do the Diddy bop,I keep my city posted to the top,Dirty south niggas frontin' 50 blocks,Niggas killin' bitches over ass shots,DC niggas even killin' cops,All my real niggas just seein' guap,Yeah baby, show you all the finer things,Cuban links and diamond rings,You know you've got designer dreams,(Get it, get money),Everything's expensive, nothing's too good,Champagne with the movie stars,Black Maybach in my garage,Rolexes and all the Audemars,Everything's expensive, nothing's too good,This should be the Real Nigga Grammys, where we buy Rollies,And treat 'em like trophies, you'll never understand me,You ain't come where I come from, niggas on xannys,Mommy on crack, how we gon' feed the family?,Might as well start sellin' it, everybody inhalin' it,Young, black and intelligent, what they should've been tellin' us,But they was jailin' us, lockin' us in a cell with a stranger,So they could raise us and wonder why we rebellious, up,Niggas goin' through pain,I ain't show up to school cause I was goin' through things,Now I'm gettin' this money, feel like I'm goin' through change,Niggas drivin' me crazy, they do it all for this fame,Fuck niggas, fuck bitches, they all phony,When I was broke, they wasn't 'round and they all on me,Two Maybachs in that billion yard, homie,Dropped a couple mill in the crib like a mall, homie,Yeah baby, show you all the finer things,Cuban links and diamond rings,You know you've got designer dreams,(Get it, get money),Everything's expensive, nothing's too good,Champagne with the movie stars,Black Maybach in my garage,Rolexes and all the Audemars,Everything's expensive, nothing's too good",World's Finest,Black Dollar,2015,Obama,46.3,"36,105",24.1,26.8
Young Scooter,"A lot of money, have you like you on some acid,A lot of jewelry made me smash your baby mama,Miley Cyrus, got em ready for that drama,I cook that pot, I'm drankin, treat me like Obama,I got them collard greens on me like a farmer,Drive the Jaguar like a Yamaha,Clean [?] these young nigga, call it robbing,Clean pussy, you gone make me fuck it raw, oh,Shawty pussy clean, Aquafin,I ate that bitch out with the lean,You know I pull up flexing on the scene,They know it's work and I clean,But my partner Future, he got rock,See I take pussy niggas off,Dope boy, they try to put me in the cross,I got money, ain't nothing to take a loss,Trap house with the cameras, I got 20 in Atlanta,ChiChi get the yayo, call me Scooter Montana,I get off a truckload, ain't shit I can't handle,Your baby mama want to fuck my chain but you can have her,The first time I met her, yeah I fucked her raw,She sucked the dick so good it never go soft,In my juug house I got a pack [?],Do what the fuck I want to do cause I'm a boss",Hit It Raw,Juggathon,2015,Obama,46.3,"36,105",24.1,26.8
Yelawolf,"They say the sky is the limit,Well I guess it all depends on you,In your views,In this American dream,Don't tell me that the sky is the limit,Cause it ain't about what you can do,It's a who knows who,In this American dream,Okay you got criminals everywhere, right?,Criminals smugglin' dope across borders to feed America's high appetite,Kis, pounds, ounces, grams, whatever the weight of substance is gettin' towed,Cause drugs got a price,Home hydroponics, LSD chemist,Spoon cookin' heroine, junkies fill up methadone clinics,Get caught for crack and catch a long sentence,You ask me how I feel about that, maybe you got the wrong witness,I heard Jay Z's cool with Obama,Obama must be cool with me then I guess if I'm packin' up this Honda,I highly doubt it but fuck it, it's worth a shout out,At least that's what I tell the judge before I gracefully bowed out,Meanwhile I'm gettin' taken to the county for recieve,There's a news flash on the holdin' cell TV,Boston bombed by a terrorist at a marathon,8 year old killed and the killer's still free,Shit is hard to believe,They say the sky is the limit,Well I guess it all depends on you,In your views,In this American dream,Don't tell me that the sky is the limit,Cause it ain't about what you can do,It's a who knows who,In this American dream,I ain't no politically savvy citizen,I'm just an average man who writes poetry about witnessin' fuckery,And these police who always fuck with me,Do time for sharin' dirt, my boy trusted me,But I picked music over hustlin', and I made it out luckily,Could've been on corners droppin' quarters from a bucket seat,My cousins preach about the lord but all I see is crime,If the Vatican has got the book then what the fuck is mine?,Just a line with a hook,You might as well be a rapper cause you signed and get booked,All the same to a suit,Black or white, you still a crook,If you ain't a Justin Leave It to Beaver with that look,Then just drop the egg in the skillet, let it cook,Who y'all bein' took,No I'm not a crook, son but this one ain't shook,But I'm rollin' Mobb Deep, my dreams on a Harley Davidson,Pigs, I hardly wave at them, yeah I said hardly,If I'm rude then pardon me but remember...,They say the sky is the limit,Well I guess it all depends on you,In your views,In this American dream,Don't tell me that the sky is the limit,Cause it ain't about what you can do,It's a who knows who,In this American dream,My grandparents retired from 9 to 5s,Then paid for my hospital bills when mama was doin' lines,I wasn't raised up like the model American,But I love what it made me, life is all about where and whens,Whos and hows that ultimately create my heritage,My great grandaddy Otis would sit down in his chair and then,Smoke a cigarette while he sipped on Muscatine moonshine,Homemade, and reminisce about the old days,He died of cancer when I was 5,I wasn't allowed to go see him in his casket cause I would've cried,I got so much value off life in such a short time,Memories stick to my heart and today they still apply,They used to share crops when they were poor,He worked his ass off at the mill and then he opened up a store,Both of my granddaddies fought a war,So I can say what I'm sayin' in this record for you and yours,For you and yours, true,They say the sky is the limit,Well I guess it all depends on you,In your views,In this American dream,Don't tell me that the sky is the limit,Cause it ain't about what you can do,It's a who knows who,In this American dream",Sky's the Limit,Love Story,2015,Obama,46.3,"36,105",24.1,26.8
Chief Keef,"I'm smoking dope feel like Lord Farquaad,I got a hunnid in my choppa,When niggas talking, shoot 'em down, blah blah,Sosa on that crazy shit, Lady Gaga,My gun go bang bang,Money machine go beep beep,I'm smoking on this Chief Keef,He got me so tree tree,Shoot a nigga deceased,Them I'm a go to D.C,And ask Obama do he see me,He said yeah 3-D,Tryna be like Jay-Z and get the million dollar AP,20 racks in my left pocket in my right pocket 18,And fuck nigga I'm only 18,Imagine what I'm a be when Kay Kay turn 18,Ho I don't want yo cooties or ya rabies,I'm heavy artillery and niggas [?],Got 100 shot FN's better put 30s up in yo thick ear,My niggas comin' down ya block with shit we ball for the Navy,She said ain't you Chief Keef I said yeah bitch stingily,But on the block they call me Sosa baby,Member pushin' packs I want sellin' out no bandi's,I was turnt up sellin' out my Granny's,I was sellin' out my Granny's,I was sellin' out my Granny's,Sellin' out my Granny's,I was sellin' out my Granny's,What would I be without my Louies,Since I got money don't talk too me,When I ain't have money you wasn't talkin' to me,These niggas with me they sparkin' for me,Like G's, I don't fuck with no G's,Got 50 g's in my Robin jeans,Got 27 g's in my True Religion jeans,Bitch I got cheese and got lots of cheese,Had all the guns at my Granny's house,Now I can buy Granny a house,Member posted up on front street in frontof my Granny's house,Had 300/600 front street at my Granny's house,Finna get in traffic catch a opp, we layin 'em down,My gun got the best sex, get a nigga wet wet,You smokin' on ass pack I'm smokin' on jet pack,You ain't gettin' cash boy you going through check stress,I'm off 2 flats boy feelin' like a young Batman,Bitch these Balenciaga's, I don't like Prada,I like Hermes, I don't like Ferragamo,This between me and you is that ours,Turnt up sellin' dope up out my Grandma's,I was sellin' out my Granny's,I was sellin' out my Granny's,Sellin' out my Granny's,I was sellin' out my Granny's",Granny's,"The Leek, Vol. 1",2015,Obama,46.3,"36,105",24.1,26.8
Madonna,"It's not Jay Z and Beyonce,It's not Nicki or Lil Wayne,It's not Oprah and Obama,the Pope or Rihanna,Queen Elizabeth or Kanye,It's not pentagrams or witchcraft,It's not triangles or stacks of cash,Black magic or Gaga,Gucci or Prada,Riding on the golden calf,The all-seeing eye is watching tonight,That's what it is,Truth and light,The all-seeing eye is watching tonight,Nothing to hide,Secrets inside,It's like everybody in this party shining like Illuminati,It's like everybody in this party shining like Illuminati,It's the enlightenment that started it all,The founding fathers wrote it down on the wall,And now the media's misleading us all,To right and to wrong,It's time to dance and turn this dark into something,So let the fire burn, this music is bumping,We're gonna live forever, love never dies,It starts tonight,Behind the curtain of the New World Order,It's not platinum encrypted corners,It's not ISIS or the Phoenix, pyramids of Egypt,Don't make it into something sordid,It's not Steve Jobs or Bill Gates,It's not Google or the United States,It's not Bieber or LeBron,Clinton or a bomb,Or anyone you love to hate,The all-seeing eye is watching tonight,That's what it is,Truth and light,The all-seeing eye is watching tonight,Nothing to hide,Secrets inside,It's like everybody in this party, shining like Illuminati,It's like everybody in this party, shining like Illuminati,You know that everything that glitters isn't gold,So let the music take you out of control,It's time to feel it in your body and soul,C'mon, let's go,We're gonna dance and turn this dark into something,So let the fire burn, this music is bumping,We're gonna live forever, love never dies,It starts tonight,It's like...,It's like...,It's like everybody in this party shining like Illuminati,It's like everybody in this party shining like Illuminati,like everybody in this party shining like Illuminati,It's like everybody in this party shining like Illuminati,It's like everybody in this party shining like Illuminati,It's like everybody in this party shining like Illuminati,Everybody in this party shining like Illuminati,It's like everybody in this party shining like Illuminati",Illuminati,Rebel Heart,2015,Obama,46.3,"36,105",24.1,26.8
Alligatoah,"Ahhhhhhhhhhhh!,Argh, hör mir auf du, da brauchen wir gar nicht von anfangen...,Obwohl: doch,Veganer! (oder, oder!?) und immer diese Maut-Kontrollen,Wir haben die Schnauze voll,Ganze sechs Euro kostet jetzt ein Nacht-Unterhemd,Das sind zwölf Mark oder 800 Yen,Ich kann heute nicht, ""ich werde vom System unterdrückt"",Denn seit dem meine Frau mich verließ ist mir klar,Die Politik hat versagt,Die Medien lügen, aber ich durchschaue den Trick,Wenn du mir sagst ich soll nicht alles glauben, glaub ich dir nicht,Ich gucke jeden Tag Fernsehen, bis 20 Uhr 04,Um drauf zu warten, dass es aufhört mich zu manipulieren,Wach doch auf, ich sag nur NSA, AKW,CDU, ARD und TKKG,Und mit ernsten Worten sag ich meinem Erstgeborenen,Banken waren cool, aber dann sind sie Kommerz geworden,Ich wiederhole mich nur ungern (wie bitte?),Ich wiederhole mich nur ungern (wie bitte?),Ich wiederhole mich nur ungern (wie bitte?),Ich wiederho- ich wiederho- ich wiederhoooo-,Was ist bloß mit den Behörden los?,Hab ich Recht?,ACAB außer Sherlock Holmes,Hab ich Recht?,Wie weit gehen die da oben noch?,Hab ich Recht?,ACAB außer Robo-Cop;,Hab ich Recht?,Ich habe das Recht mich zu beschweren,Ich kenn alle Gesetzeszeilen,Außer das Recht zu schweigen;,(Wie- wie- wie bitte?),Außer das Recht zu schweigen;,(Wie- wie- wie bitte?),Jetzt mal ganz im Ernst: Obama! (oder, oder!?),Und immer dieser 70er Trend, ich bin ein friedlicher Mensch,Aber Mörder sollten alle einen qualvollen Tod sterben,Damit sie ihre Lektion lernen,Probieren geht über Studieren,Ich hab jetzt fünf Jahre Politik probiert und Bücher gemieden,Meine sachliche Problemanalyse ergibt:,Bringt den Führungseliten endlich die Pyrokratie,Gegen die Bullen wird es Zeit, die Faust zu erheben,Wenn sie noch einmal meinen Kindern das Rauchen verwehren,Ja ich habe ein Problem mit Autoritäten,Ich kann es nicht buchstabieren, denn ich vertrau keinen Lehrern,Für mich sind Leute die Uniform tragen feiger Schmutz,Rufen ich und meine Freunde im schwarzen Einheits-Look,Kaliba69 ich ficke den Staat,Doppelkorn und mindestens Triple-Moral,Ich wiederhole mich nur ungern (wie bitte?),Ich wiederhole mich nur ungern (wie bitte?),Ich wiederhole mich nur ungern (wie bitte?),Ich wiederho- ich wiederho- ich wiederhoooo-,Was ist bloß mit den Behörden los?,Hab ich Recht?,ACAB außer Sherlock Holmes,Hab ich Recht?,Wie weit gehen die da oben noch?,Hab ich Recht?,ACAB außer Robo-Cop;,Hab ich Recht?,Ich habe das Recht mich zu beschweren,Ich kenn alle Gesetzeszeilen,Außer das Recht zu schweigen;,(Wie- wie- wie bitte?),Außer das Recht zu schweigen;,(Wie- wie- wie bitte?),Und ich sag das nicht noch einmal!,...na gut, einmal noch,Ich wiederhole mich nur ungern (Wir sind dagegen),Ich wiederhole mich nur ungern (Wir sind dagegen),Ich wiederhole mich nur ungern (Ich wiederhole mich nur ungern),Ich wiederho- ich wiederho- ich wiederhoooo-,Ich wiederhole mich nur ungern (wie bitte?),Ich wiederhole mich nur ungern (wie bitte?),Ich wiederhole mich nur ungern (wie bitte?),Ich wiederho- ich wiederho- ich wiederhoooo-,Was ist bloß mit den Behörden los?,Hab ich Recht?,ACAB außer Sherlock Holmes,Hab ich Recht?,Wie weit gehen die da oben noch?,Hab ich Recht?,ACAB außer Robo-Cop;,Hab ich Recht?,Ich habe das Recht mich zu beschweren, ich kenn alle Gesetzeszeilen,Außer das Recht zu schweigen,(Wie- wie- wie bitte?)",Hab ich recht,Musik ist keine Lösung,2015,Obama,46.3,"36,105",24.1,26.8
Chief Keef,"I Was Stuntin Like My Momma,Ride Real Forgein,They like Do You know,Chief Audio Yeah He Get it On,Big Ass Choppa,He Be Getting Born,Call Ass Furada,He Gon Come And Join Ima,South Side Nun Bu 60 Ass Niggas,I Can Buy You Like How You Taking Out The Trash Nigga like Ding Dong My Name Name Be Ringing Bells Nigga,Click Clack Size You Up Measurement,We Scale Niggas Money Mission Alarm Like A Smoke Alarm,Bitch This Aint Luther King March Aint No Holding Arms im the type of nigga,that smoke during a race when i was told to run give they ass a head start,i'll catch up you wanna see this shit in 3d how im stunting",Stuntin' Like My Mama,Finally Rollin' 2,2015,Obama,46.3,"36,105",24.1,26.8
Lil Dicky,"Oh well, I'm ignorant,But not to the fact that im ignorant, of course,I Know that,I'm indifferent,I dont care to know what I don't,,I don't care until I'm coming home,and my dad tell me some shit about when he my age he was doin shit,protesting about somethin.that I forget... currently,but thats not the point,,the point is to my pop the boy,is in a crowd devoid of,giving a fuck,I will call his bluff but I been thinkin bout about it,and shit he aint wrong though,I dont vote but I think i did a prom though,I dont know about a world if its not home,I don't even know the first thing about what Obama do,I'm better of tellin yall what LeBron be doin,I dont even know what my momma doin,I hit her up every sunday,And we talk but the calls goin one way,In the dark, if its not what im doing,Never been aware from the start but I knew it,I don't even care how my tech work,If the shit work put it there, turn it on we can do it,Funny thing is I look it up all today,Destructive way, the buck behavior,Dave Hay did playcate the debate within my brainwaves,but the shows I watch all start at 8 so,Oh Well,Oh Well,Oh Well,Oh Well,I do care when my phones dying,Like when that shits red,And I cant text and i cant check my fans said,I get mad stressed,Laying in the bed but I cant rest,Til my 'gram checked,Wish I cared less,Leave it at the crib, I'm a damn mess,I should stop for day, wanna try that shit,drifting away I wanna, write that shit,dinner on the table but i'm unable to be tasteful,Underneath Imma like that pic,Watching the show on the phone,Filmin Coachella on phones,Hopin I capture the moment so I can post it,Dont live in the moment hopin' I'm still in control,But im praying Im not alone,All the fans say I'm great at talkin to them,They dont even understand I'm not the man,I just cant go a day with being alone.,When I'm with friends though why the fuck am i still on my phone,Wishin' I could look this shit up on Chrome,Wishin' I could take a second to stop and reflect it,But someone just texted me,Oh Well,Oh Well,Oh Well,Oh Well,...,I was gonna do a line, but I sneezed,I wa gonna smoke, but I need weed,I just want to roll up and then leave,but everyone keeps on talkin to me,Like ""Hows Mike Will,You know Ray Shremmurd"",I like no type, but I really hate them,Like i asked for your opinion?,When I barely even know what day it is.,I'm passed due on student loans and my rent,But I just bought new Js and shit,Goin fast on a one way road with the windows down tryna wave at them,My mom says I should go back to classes,But im in the strip club and I'm tappin asses,And my bitch look like Jacqueline on nasses,but she lies a lot and can't kick the habit,I tried to stop giving passes,to those who fronted cuz that's livin backwards,Then they give two cents when I didn't ask 'em,Treat them like exams and I need to pass them,I switching dutches i aint do the backwards,but this gas station don't carry those,And I'm trying to smoke,Man how traffic,Here's a 20 and the change Man you can have it,Oh Well,Oh Well,Oh Well",Oh Well,Professional Rapper,2015,Obama,46.3,"36,105",24.1,26.8
Alex Wiley,"This shit too ridiculous, chronicals a ridderick,Money in that safe and now that foreign is illiterate,Skrrr, Skrr, all the time, my new ghost spaceship,I'm livin in 2080, boy that's just my gang shit,I'm just on my fame shit, Wiley drop that flame shit,Now we cross the border with visas for your main bitch,Take a when I spit it, I sing for an angel,I know you in danger, when you see us pull up in that,Navigator truck, never gave a fuck, no,You can't hit my blunt, cuz I'm rolling big ol' blunts dawg,If you wanna come through, you can hit my telephone,She know I be hella here, look up I be hella gone,Navigator truck, never gave a fuck, no,You can't hit my blunt, cuz I'm rolling big ol' blunts dawg,If you wanna come through, you can hit my telephone,She know I be hella here, look up I be hella gone,And I like how you feel in my Chevy,And I like how you feel in my ride,And I like how you feel in my mind,Bitch I'm way, way, way up,Bitch I'm going way up,You niggas is layups,Nigga, get your weight up,Way, way, way, up,Bitch, i'm going way up,Ya fuck me on my way up,And we never forgave ya,Navigator truck, never gave a fuck, no,You can't hit my blunt, cuz I'm rolling big ol' blunts dawg,If you wanna come through, you can hit my telephone,She know I be hella here, look up I be hella gone,Navigator truck, never gave a fuck, no,You can't hit my blunt, cuz I'm rolling big ol' blunts dawg,If you wanna come through, you can hit my telephone,Just let that shit breathe...,Scooter from Madonna,Dinner with Obamas,We just hit Hawaii, Ohana,Comma, comma, comma,I keep all the commas,I don't have to log in, I ain't never sign up,Just let that shit resonate, I need a girl like tesame,I just added pages to my resume, like yesterday,My project look like science fair, your project look like section 8,Homies hit your session late, your engineer like smh,Just let that shit breathe...,Hesitate, I don't have to guesstimate,Why you wanna mess with me?,Sittin' with the recipe, right next to me, like just you wait,I just need to situate,Never get why yo bitch, let's investigate,Navigator truck, never gave a fuck, no,You can't hit my blunt, cuz I'm rolling big ol' blunts dawg,If you wanna come through, you can hit my telephone,She know I be hella here, look up i'll be hella gone,Just let that shit breathe",Navigator Truck,Village Party 2: Heaven's Gate,2015,Obama,46.3,"36,105",24.1,26.8
Lil Wayne,"We catch a body and we laugh about it,I fucked her friend, I don't feel bad about it,Grindin' is agonizing but it's gratifying,Skinny tires - on a salad diet,I lost my mind, I'm like fuck everybody,I lost my mind but I got extra copies,I fuck so long it feel like exercising,I test a lion before testifying,All I got is hitters in my squad,I could get you killed all my niggas want the job,I could get you killed it just take a head nod,I want you dead by tonight, that's a real deadline,Zero fucks given, I make her come to the condo butt naked,Cause bitch ain't no stealin',She still come visit, she don't wanna leave,She compared it to me leaving a witness,I said I get it,I keep some cocaine on me for the bitches,And this AK is not for decoration,Fuck boys give me the heebee-jeebees,I got a hit list like the Yellow Pages,If she can suck a dick or snort a Quaalude,Then ooh baby you got my full attention,Champagne expensive, it taste gooder vintage,Open your nose, I put some sugar in it,I don't fuck around with them fuck arounds,I might fuck around and catch a body,I got some niggas that'll hunt ya down,And catch you slippin' like you playin' hockey,We catch a body, and we laugh about it,I fuck her friend, I don't feel bad about it,Money and drugs, I'm talkin' Math and Science,Skinny tires - on a salad diet,Chopper leave you with a half a body,Make sure he dead before we leave my nigga grab his wallet,I got the hook up on them rocket launchers,I told Obama fuck with me, you know I got it,Slim, you need to fuck with me you know I got it,I know somebody that know somebody,Look, traffic dying, we still trap or dyin',It's agonizing but it's gratifying,Squad, I could get you killed, all my niggas want the job,I could get you killed it just take a head nod,Want you dead by tonight, that's a real deadline,You ain't got no hitters in your squad,I could get you killed, that's my real day job,I'mma crime of passion, I'mma fuckin' hate crime,Spit like I ate bombs,Eminem on 8 mile,I'm a motherfuckin' man,Scarface, face-mob,Pockets lookin' like the Blob,Chips like Cape Cod,Bust your motherfuckin' egg till I see egg nog,My bougie bitch ratchet, my ratchet bitch a straight snob,Hold up, who know how to read gang signs?,Cause we gone throw 'em up and we gon give 'em hang time,I got white, I got brown, sell it at the same time,That's that James Brown, that's that James Bond,We catch a body and we laugh about it,It's catastrophic but we glamorize it,It's agonizin', but it's gratifyin',Skinny tires - on a salad diet,Chopper leave you with a half a body,No hesitation, no stall, like the bathroom crowded,Chopper so big, so tall, it could wrap around me,Triple A, astronomic, anatomic,Tunechi, and it's that sorry for the wait,And I'm so sorry for the wait",No Haters,Sorry 4 The Wait 2,2015,Obama,46.3,"36,105",24.1,26.8
Fifth Harmony,"Everyday is pay day,Swipe my card, then I do the nae nae,You're talking to a lady,I want a Kanye-ye not a Ray J,So that's a no no,I'm a Maybach and you's a Volvo,This convo beat like Dre-e,I already know whatchu tryna say,You say that you a baller,And I see you tryna holla,But that ain't how I was brought up,Next,Working for my money,Cuz that's what my momma taught me,So yo ass better show me some respect,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,C-O-N-F-I-D-E-N-T,That's me, I'm confident,Don't want yo compliments,Use common sense,I'm on my Michelle Obama...,Shhhh... Shut your mouth,Boy I think you know who run this house,I ain't thirsty for no bae... cuz I already know watchu tryna say,You say that you a baller,And I see you tryna holla,But that ain't how I was brought up,Next,Working for my money,Cuz that's what my momma taught me,So yo ass betta show me some respect,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,I pledge allegiance to my independent girls in here,Ooh Baby...,So if you're with us, come on let me hear you say...,Yeah, yeah, yeah, yeah,Do do do do do,You say that you a baller,And I see you tryna holla,But that ain't how I was brought up,Next,Working for my money,Cuz that's what my momma taught me,So yo ass betta show me some respect,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas,Boss... Michelle Obama,Purse so heavy gettin' Oprah dollas",BO$$,Reflection,2015,Obama,46.3,"36,105",24.1,26.8
